Source / mod JAR,Namespace,Advancement ID,Native title,Native description / source meaning,Trigger surface,Frame,Parent,Completion significance,Proposed presenter,Proposed INCLUDE/EXCLUDE,Proposal rationale / exclusion reason,Presenter rationale,Reserved by V5 quest (fill after detectors are pinned),Overlord override,Overlord presenter override,Overlord notes
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:teleportation/is_near_beehive,Dimension of Bees awaits!,Boldly approach a Beehive or Bee Nest,the_bumblezone:is_near_beehive,task,the_bumblezone:root,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:teleportation/teleport_out_of_bumblezone,Dive Bombing Exit,"Leave the Bumblezone by going beyond the bottom or top of the dimension! (You will not die. Instead, you teleport out)",the_bumblezone:teleport_out_of_bumblezone,task,the_bumblezone:teleportation/teleport_to_bumblezone_pearl,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:teleportation/teleport_to_bumblezone_pearl,Beenderman Intrusion!,Enter Bumblezone dimension by throwing Enderpearl at Beehive/Bee Nests,the_bumblezone:teleport_to_bumblezone_pearl,task,the_bumblezone:teleportation/teleport_to_bumblezone_piston,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:teleportation/teleport_to_bumblezone_piston,Honeydraulic Press,Enter the Bumblezone dimension by being forced into a Beehive/Bee Nest by a Piston.,the_bumblezone:teleport_to_bumblezone_piston,task,the_bumblezone:teleportation/is_near_beehive,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/back_in_action,Back in Action,Save 12 bees from certain death by putting their stingers back on,the_bumblezone:bee_saved_by_stinger,challenge,the_bumblezone:the_queens_desire/terror_fangs,,Mortis,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/crazy_trader,Crazy Trader,Trade 128 times with the Bee Queen. Any trade works!,the_bumblezone:bee_queen_trading,challenge,the_bumblezone:the_queens_desire/the_great_dragon_slayer,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/fighting_the_swarm,Fighting the Swarm,Kill 8 wriggling Silverfish crawling and burrowing everywhere,the_bumblezone:killed_counter,challenge,the_bumblezone:the_queens_desire/pollen_fight,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/flooding_the_housing_market,Flooding the Housing Market,Craft 6 Bee Nests or Beehives,the_bumblezone:beehive_crafted,challenge,the_bumblezone:the_queens_desire/the_beginning,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/honey_drunk,Honey Drunk,Gulp down 8 bottles of honey!,the_bumblezone:honey_bottle_drank,challenge,the_bumblezone:the_queens_desire/too_many_legs,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/hungry_hungry_bees,Hungry Hungry Bees,Satisfy the hunger of bees by feeding them sugar water or honey-like stuff 24 times! (Can be same bee or different bees),the_bumblezone:bee_fed,challenge,the_bumblezone:the_queens_desire/peak_inefficiency,,Gristle,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/journeys_end,Journey's End,Complete all Queen's Desire advancements! Right click the Bee Queen for a grand final reward!,the_bumblezone:target_advancement_done,challenge,the_bumblezone:the_queens_desire/crazy_trader,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/love_bees,Love bees,Breed Bees until a total of 8 baby bees are born,the_bumblezone:bee_breeding,challenge,the_bumblezone:the_queens_desire/hungry_hungry_bees,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/otherworldly_mites,Otherworldly Mites,Slay 4 Endermites for their transgression of existence,the_bumblezone:killed_counter,challenge,the_bumblezone:the_queens_desire/love_bees,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/peak_inefficiency,Peak Inefficiency,Somehow managed to kill Wither with Stinger Spear...,the_bumblezone:stinger_spear_killed_with_wither,challenge,the_bumblezone:the_queens_desire/the_crazy_florist,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/poison_warfare,Poison Warfare,Fire 32 Bee Stingers from Bows/Crossbows,the_bumblezone:bee_stinger_shooter,challenge,the_bumblezone:the_queens_desire/fighting_the_swarm,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/pollen_fight,Pollen Fight,Throw and hit 24 entities with Pollen Puff. Other players count!,the_bumblezone:pollen_puff_hit,challenge,the_bumblezone:the_queens_desire/honey_drunk,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/slimy_mitosis,Slimy Mitosis,Breed 6 Honey Slimes (They really love sugar!),the_bumblezone:honey_slime_bred,challenge,the_bumblezone:the_queens_desire/poison_warfare,,Gristle,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/terror_fangs,Terror Fangs,Butcher 16 Cave Spiders from the depths,the_bumblezone:killed_counter,challenge,the_bumblezone:the_queens_desire/slimy_mitosis,,Gristle,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/the_crazy_florist,The Crazy Florist,Spawn 8 flowers by pollinating flowers with Pollen Puff,the_bumblezone:pollen_puff_spawn_flower,challenge,the_bumblezone:the_queens_desire/back_in_action,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/the_great_dragon_slayer,The Great Dragon Slayer,Become legendary by slaying the Enderdragon with full Bee Armor on,the_bumblezone:killed_counter,challenge,the_bumblezone:the_queens_desire/otherworldly_mites,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:the_queens_desire/too_many_legs,Too Many Legs,Smash and kill 32 Spiders for their icky-ness (Cave Spiders don't count),the_bumblezone:killed_counter,challenge,the_bumblezone:the_queens_desire/flooding_the_housing_market,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:tools/bee_cannon_full,You better beehave now!,Load and fire a full cannon of bees!,the_bumblezone:bee_cannon_full,task,the_bumblezone:sugar_water/obtain_sugar_infused_stones,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:tools/bee_stinger_paralysis,Endless Stinging,Paralyze a mob by shooting them non-stop with Bee Stingers from Bows/Crossbows,the_bumblezone:bee_stinger_paralyze,task,the_bumblezone:stinger_spear/stinger_spear_long_range_kill,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:tools/buzzing_briefcase_full,What's this?...,Right click bees with Buzzing Briefcase until it is full,the_bumblezone:buzzing_briefcase_full,task,the_bumblezone:combs_and_wax/comb_cutter_extra_drops,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:tools/buzzing_briefcase_heal,The Doctor is IN!,Heal a bee in a Buzzing Briefcase! (Open UI by shift right click),the_bumblezone:buzzing_briefcase_heal,task,the_bumblezone:tools/buzzing_briefcase_full,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:tools/buzzing_briefcase_release,A Hive Superhero!,Release bees from Buzzing Briefcase by left clicking on a block or entity. (Shift left click to release all),the_bumblezone:buzzing_briefcase_release,task,the_bumblezone:tools/buzzing_briefcase_heal,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:tools/craft_honey_compass,Is this even still a compass..?,Craft or find a tantalizing Honey Compass!,inventory_changed;recipe_crafted,task,the_bumblezone:teleportation/teleport_out_of_bumblezone,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:tools/cystal_cannon_full,Extreme Crowd Control,Load and fire a full cannon of crystals!,the_bumblezone:crystal_cannon_full,task,the_bumblezone:tools/bee_cannon_full,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:tools/fish_rare_loot,Beesistent Fishing,Fish out rare loot while in Bumblezone dimension!,fishing_rod_hooked,challenge,the_bumblezone:combs_and_wax/honey_cocoon_silk_touch,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:tools/honey_compass_use,Dora the Beexplorer,Activate the Honey Compass's tracking/locating abilities!,the_bumblezone:honey_compass_use,task,the_bumblezone:tools/craft_honey_compass,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:tools/obtain_throne_honey_compass,Off to see the Queen!,Obtain a rare Honey Compass from a structure's Honey Cocoon that points to a Throne Pillar structure!,inventory_changed,task,the_bumblezone:structures/enter_cell_maze,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:wiki,Bumblezone Wiki URL,www.github.com/TelepathicGrunt/Bumblezone/wiki,tick,task,the_bumblezone:root,,,EXCLUDE,polling detector (Q210),,,,,
the_bumblezone-7.13.4+1.20.1-forge.jar,the_bumblezone,the_bumblezone:windy_air/obtain_windy_air,Placeable Jetstreams!,Obtain a Windy Air item you can place as a block from the Bee Queen!,inventory_changed,task,the_bumblezone:honey_bucket/royal_jelly_block_piston,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:arborist,Maniacal Dendrologist,"Get your axes and shears ready. Search every nook and cranny and get anything and everything that comes from trees! Craft, loot, obtain every slab... sapling... leaves... more... everything. ALL OF IT!",inventory_changed,challenge,twilightforest:root,YES,Gnarl,INCLUDE,completion significance (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:arctic_armor_dyed,Getting in Fashion,Dye four unique pieces of Arctic armor,inventory_changed,task,twilightforest:progress_yeti,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:beanstalk,Jack and the Beanstalk,Obtain some %s in the troll caves and use them on the glowing soil beneath the clouds,inventory_changed;item_used_on_block,goal,twilightforest:progress_merge,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:experiment_115,Mystery Meat?,"It looks like cake, though...",consume_item,task,twilightforest:progress_knights,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:fiery_set,Gallons of Blood and Tears,Wield a fiery tool or weapon while having at least one piece of fiery armor in your inventory,inventory_changed,challenge,twilightforest:progress_hydra,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:ghast_trap,Something Strange in Towerwood,Slay the %ss around a %s and activate to wrench the %s from the sky!,twilightforest:activate_ghast_trap,task,twilightforest:progress_knights,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:giants,I'm on Cloud Nine,"Kill a %s in the clouds, retrieve a %s, and return back to the troll caves",inventory_changed;player_killed_entity,goal,twilightforest:beanstalk,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:hedge,Bug Stomper,Defeat a spider in a Hedge Maze,player_killed_entity,task,twilightforest:root,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:hill1,The Boots Are Mine!,Defeat a %s in a Small Hollow Hill,player_killed_entity,task,twilightforest:root,,Grubbison Jr,INCLUDE,major hostile encounter (Q210),event theme (Q212),,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:hill2,What Was That Noise?,Defeat a %s in a Medium Hollow Hill,player_killed_entity,task,twilightforest:hill1,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:hill3,I See Right Through You,Defeat a %s in a Large Hollow Hill,player_killed_entity,task,twilightforest:hill2,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:hydra_chop,"Hydra Chop, Baby!",Chow down on a %s when your hunger bar is depleted,twilightforest:consume_hydra_chop_on_low_hunger,task,twilightforest:progress_hydra,,Gnarl,INCLUDE,distinct authored native event (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:magic_map,I Can See Forever,Craft the %s,inventory_changed,task,twilightforest:magic_map_focus,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:magic_map_focus,With Fire It Writes,"Craft the %s with a %s, %s, and %s",inventory_changed,task,twilightforest:twilight_hunter,,,EXCLUDE,single-item acquisition tick (Q210),,,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:maze_map,"And Now, to Find the Exit",Craft the %s after obtaining the focus from the labyrinth,inventory_changed,goal,twilightforest:magic_map,,Gnarl,INCLUDE,goal-frame milestone (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:mazebreaker,Breaking the Maze,Find the %s pickaxe in the secret labyrinth vault,inventory_changed,challenge,twilightforest:progress_labyrinth,,Grubbison Jr,INCLUDE,challenge-frame milestone (Q210),event theme (Q212),,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:naga_armors,Naga Armorer,Craft both %s chest and leg armor,inventory_changed,challenge,twilightforest:progress_naga,,Gnarl,INCLUDE,challenge-frame milestone (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:progress_glacier,Clear Skies,Defeat the %s atop the Aurora Palace,inventory_changed;player_killed_entity;tick;twilightforest:hurt_boss,goal,twilightforest:progress_yeti,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:progress_hydra,Hydra Slayer,Defeat the mighty %s and empower yourself,inventory_changed;player_killed_entity;tick;twilightforest:hurt_boss,goal,twilightforest:progress_labyrinth,,Gnarl,INCLUDE,major hostile encounter (Q210),"default, no specialist theme",,,,
twilightforest-1.20.1-4.3.2508-universal.jar,twilightforest,twilightforest:progress_knights,Carminite Acclimation,Settle the restless phantoms in the knight's tomb and the carminite tower's devices will obey you,inventory_changed;tick;twilightforest:hurt_boss;twilightforest:kill_all_phantoms,goal,twilightforest:progress_trophy_pedestal,,Mortis,INCLUDE,goal-frame milestone (Q210),event theme (Q212),,,,
